sample	KARM	MORE	RISO	MÅSE	KALI	KALM	IDEI	BLEK	IDEO
KARM	0	0.02545	0.02272	0.03404	0.04865	0.06807	0.03284	0.042	0.02729
MORE	0.02545	0	0.0247	0.03763	0.05971	0.04656	0.03662	0.04241	0.02434
RISO	0.02272	0.0247	0	-0.00102	0.0264	0.04085	0.01636	0.01916	-0.00043
MÅSE	0.03404	0.03763	-0.00102	0	0.04208	0.03111	-0.02518	0.03906	0.01427
KALI	0.04865	0.05971	0.0264	0.04208	0	0.01152	0.01909	-0.00188	0.02924
KALM	0.06807	0.04656	0.04085	0.03111	0.01152	0	0.02029	0.01095	0.02872
IDEI	0.03284	0.03662	0.01636	-0.02518	0.01909	0.02029	0	0.00313	0.0056
BLEK	0.042	0.04241	0.01916	0.03906	-0.00188	0.01095	0.00313	0	0.0113
IDEO	0.02729	0.02434	-0.00043	0.01427	0.02924	0.02872	0.0056	0.0113	0
