sample	KARM	MORE	RISO	MÅSE	KALI	KALM	IDEI	BLEK	IDEO
KARM	0	0.02607	0.02214	0.03415	0.04819	0.06807	0.03237	0.04148	0.02729
MORE	0.02607	0	0.02302	0.03699	0.05686	0.04481	0.03521	0.0401	0.02288
RISO	0.02214	0.02302	0	-0.00104	0.02653	0.04135	0.0163	0.01921	-0.00043
MÅSE	0.03415	0.03699	-0.00104	0	0.04178	0.03086	-0.02437	0.03873	0.01404
KALI	0.04819	0.05686	0.02653	0.04178	0	0.01153	0.01881	-0.00188	0.0289
KALM	0.06807	0.04481	0.04135	0.03086	0.01153	0	0.02013	0.0109	0.02872
IDEI	0.03237	0.03521	0.0163	-0.02437	0.01881	0.02013	0	0.00316	0.00559
BLEK	0.04148	0.0401	0.01921	0.03873	-0.00188	0.0109	0.00316	0	0.0112
IDEO	0.02729	0.02288	-0.00043	0.01404	0.0289	0.02872	0.00559	0.0112	0
