sample	KARM	MORE	RISO	MÅSE	KALI	KALM	IDEI	BLEK	IDEO
KARM	0	0.02641	0.02239	0.03474	0.04938	0.07046	0.0329	0.04236	0.02767
MORE	0.02641	0	0.02329	0.03769	0.05853	0.04583	0.03584	0.04092	0.02314
RISO	0.02239	0.02329	0	-0.00104	0.02689	0.04222	0.01643	0.0194	-0.00043
MÅSE	0.03474	0.03769	-0.00104	0	0.04267	0.03134	-0.02408	0.0395	0.01414
KALI	0.04938	0.05853	0.02689	0.04267	0	0.0116	0.01899	-0.00188	0.02932
KALM	0.07046	0.04583	0.04222	0.03134	0.0116	0	0.02033	0.01096	0.02914
IDEI	0.0329	0.03584	0.01643	-0.02408	0.01899	0.02033	0	0.00317	0.0056
BLEK	0.04236	0.04092	0.0194	0.0395	-0.00188	0.01096	0.00317	0	0.01126
IDEO	0.02767	0.02314	-0.00043	0.01414	0.02932	0.02914	0.0056	0.01126	0
