sample	KARM	MORE	RISO	MÅSE	KALI	KALM	IDEI	BLEK	IDEO
KARM	0	0.00905	0.02839	0.03958	-0.00103	0.00618	0.01931	0.02849	0.03038
MORE	0.00905	0	0.02384	0.02743	-0.01195	0.00322	0.01362	0.01962	0.02663
RISO	0.02839	0.02384	0	0.00131	-0.02516	-0.02296	-0.01791	-0.00175	-0.0027
MÅSE	0.03958	0.02743	0.00131	0	-0.01016	-0.00326	-0.01495	0.01162	0.01192
KALI	-0.00103	-0.01195	-0.02516	-0.01016	0	0.01159	0.03598	0.03122	0.05999
KALM	0.00618	0.00322	-0.02296	-0.00326	0.01159	0	0.02923	0.03016	0.05245
IDEI	0.01931	0.01362	-0.01791	-0.01495	0.03598	0.02923	0	0.02154	0.02426
BLEK	0.02849	0.01962	-0.00175	0.01162	0.03122	0.03016	0.02154	0	0.0261
IDEO	0.03038	0.02663	-0.0027	0.01192	0.05999	0.05245	0.02426	0.0261	0
