sample	KARM	MORE	RISO	MÅSE	KALI	KALM	IDEI	BLEK	IDEO
KARM	0	0.01757	0.016	0.04838	0.05903	0.05149	0.0508	0.04917	0.02741
MORE	0.01757	0	0.01178	0.02906	0.04571	0.05948	0.04176	0.03862	0.02234
RISO	0.016	0.01178	0	0.01173	0.04491	0.03592	0.0108	0.02546	-0.00329
MÅSE	0.04838	0.02906	0.01173	0	0.05568	0.0572	0.01031	0.03583	0.00832
KALI	0.05903	0.04571	0.04491	0.05568	0	0.01074	0.03491	0.00821	0.03192
KALM	0.05149	0.05948	0.03592	0.0572	0.01074	0	0.02689	0.01095	0.02356
IDEI	0.0508	0.04176	0.0108	0.01031	0.03491	0.02689	0	0.02001	-0.00144
BLEK	0.04917	0.03862	0.02546	0.03583	0.00821	0.01095	0.02001	0	0.01613
IDEO	0.02741	0.02234	-0.00329	0.00832	0.03192	0.02356	-0.00144	0.01613	0
