sample	KARM	MORE	RISO	MÅSE	KALI	KALM	IDEI	BLEK	IDEO
KARM	0	0.0164	0.01384	0.04687	0.05364	0.05149	0.04733	0.04401	0.02741
MORE	0.0164	0	0.01048	0.02821	0.04057	0.05406	0.03929	0.0332	0.02108
RISO	0.01384	0.01048	0	0.01219	0.04472	0.03557	0.01077	0.02511	-0.00337
MÅSE	0.04687	0.02821	0.01219	0	0.05465	0.05587	0.00984	0.03493	0.00823
KALI	0.05364	0.04057	0.04472	0.05465	0	0.01074	0.03516	0.00821	0.03263
KALM	0.05149	0.05406	0.03557	0.05587	0.01074	0	0.02699	0.0108	0.02356
IDEI	0.04733	0.03929	0.01077	0.00984	0.03516	0.02699	0	0.01944	-0.00146
BLEK	0.04401	0.0332	0.02511	0.03493	0.00821	0.0108	0.01944	0	0.01671
IDEO	0.02741	0.02108	-0.00337	0.00823	0.03263	0.02356	-0.00146	0.01671	0
