sample	KARM	MORE	RISO	MÅSE	KALI	KALM	IDEI	BLEK	IDEO
KARM	0	-0.0175	0.00822	0.02568	0.0412	0.04433	0.01256	0.03173	0.03167
MORE	-0.0175	0	0.01795	0.03459	0.04497	0.05055	0.01971	0.04443	0.03547
RISO	0.00822	0.01795	0	0.00966	0.03611	0.02979	0.00622	0.02118	0.01649
MÅSE	0.02568	0.03459	0.00966	0	0.03253	0.03177	-0.01296	0.02073	0.01181
KALI	0.0412	0.04497	0.03611	0.03253	0	0.00056	-0.00161	-0.00555	0.01712
KALM	0.04433	0.05055	0.02979	0.03177	0.00056	0	-0.0035	-0.00639	0.01481
IDEI	0.01256	0.01971	0.00622	-0.01296	-0.00161	-0.0035	0	0.01816	0.02187
BLEK	0.03173	0.04443	0.02118	0.02073	-0.00555	-0.00639	0.01816	0	0.01899
IDEO	0.03167	0.03547	0.01649	0.01181	0.01712	0.01481	0.02187	0.01899	0
