sample_name	species	population	bam
EU2-35-1	Ambrosia_artemisiifolia	diffuse	/projects/mjolnir1/people/sjr729/Skmer_ms/Ragweed/bam/EU2-35-1.ragweed2021.realigned.bam
EU2-36-11	Ambrosia_artemisiifolia	diffuse	/projects/mjolnir1/people/sjr729/Skmer_ms/Ragweed/bam/EU2-36-11.ragweed2021.realigned.bam
EU2-36-1	Ambrosia_artemisiifolia	diffuse	/projects/mjolnir1/people/sjr729/Skmer_ms/Ragweed/bam/EU2-36-1.ragweed2021.realigned.bam
EU2-37-11	Ambrosia_artemisiifolia	diffuse	/projects/mjolnir1/people/sjr729/Skmer_ms/Ragweed/bam/EU2-37-11.ragweed2021.realigned.bam
EU2-37-1	Ambrosia_artemisiifolia	diffuse	/projects/mjolnir1/people/sjr729/Skmer_ms/Ragweed/bam/EU2-37-1.ragweed2021.realigned.bam
EU2-38-12D	Ambrosia_artemisiifolia	diffuse	/projects/mjolnir1/people/sjr729/Skmer_ms/Ragweed/bam/EU2-38-12D.ragweed2021.realigned.bam
EU2-38-13D	Ambrosia_artemisiifolia	diffuse	/projects/mjolnir1/people/sjr729/Skmer_ms/Ragweed/bam/EU2-38-13D.ragweed2021.realigned.bam
FL-26	Ambrosia_artemisiifolia	Unknown	/projects/mjolnir1/people/sjr729/Skmer_ms/Ragweed/bam/FL-26.ragweed2021.realigned.bam
FL-9	Ambrosia_artemisiifolia	Unknown	/projects/mjolnir1/people/sjr729/Skmer_ms/Ragweed/bam/FL-9.ragweed2021.realigned.bam
FL-A-1	Ambrosia_artemisiifolia	diffuse	/projects/mjolnir1/people/sjr729/Skmer_ms/Ragweed/bam/FL-A-1.ragweed2021.realigned.bam
FL-B-1	Ambrosia_artemisiifolia	diffuse	/projects/mjolnir1/people/sjr729/Skmer_ms/Ragweed/bam/FL-B-1.ragweed2021.realigned.bam
FL-B-2	Ambrosia_artemisiifolia	diffuse	/projects/mjolnir1/people/sjr729/Skmer_ms/Ragweed/bam/FL-B-2.ragweed2021.realigned.bam
FLD-1	Ambrosia_artemisiifolia	FLSouth	/projects/mjolnir1/people/sjr729/Skmer_ms/Ragweed/bam/FLD-1.ragweed2021.realigned.bam
FL-D-2018-1	Ambrosia_artemisiifolia	FLSouth	/projects/mjolnir1/people/sjr729/Skmer_ms/Ragweed/bam/FL-D-2018-1.ragweed2021.realigned.bam
FL-D-2018-2	Ambrosia_artemisiifolia	FLSouth	/projects/mjolnir1/people/sjr729/Skmer_ms/Ragweed/bam/FL-D-2018-2.ragweed2021.realigned.bam
FL-D-2018-3	Ambrosia_artemisiifolia	FLSouth	/projects/mjolnir1/people/sjr729/Skmer_ms/Ragweed/bam/FL-D-2018-3.ragweed2021.realigned.bam
FLD-4	Ambrosia_artemisiifolia	FLSouth	/projects/mjolnir1/people/sjr729/Skmer_ms/Ragweed/bam/FLD-4.ragweed2021.realigned.bam
FLD-5	Ambrosia_artemisiifolia	FLSouth	/projects/mjolnir1/people/sjr729/Skmer_ms/Ragweed/bam/FLD-5.ragweed2021.realigned.bam
FLD-6	Ambrosia_artemisiifolia	FLSouth	/projects/mjolnir1/people/sjr729/Skmer_ms/Ragweed/bam/FLD-6.ragweed2021.realigned.bam
FLD-7	Ambrosia_artemisiifolia	FLSouth	/projects/mjolnir1/people/sjr729/Skmer_ms/Ragweed/bam/FLD-7.ragweed2021.realigned.bam
FL-E-1	Ambrosia_artemisiifolia	diffuse	/projects/mjolnir1/people/sjr729/Skmer_ms/Ragweed/bam/FL-E-1.ragweed2021.realigned.bam
FL-E-2	Ambrosia_artemisiifolia	diffuse	/projects/mjolnir1/people/sjr729/Skmer_ms/Ragweed/bam/FL-E-2.ragweed2021.realigned.bam
FL-F-1	Ambrosia_artemisiifolia	diffuse	/projects/mjolnir1/people/sjr729/Skmer_ms/Ragweed/bam/FL-F-1.ragweed2021.realigned.bam
FL-F-2	Ambrosia_artemisiifolia	diffuse	/projects/mjolnir1/people/sjr729/Skmer_ms/Ragweed/bam/FL-F-2.ragweed2021.realigned.bam
FLG-7	Ambrosia_artemisiifolia	diffuse	/projects/mjolnir1/people/sjr729/Skmer_ms/Ragweed/bam/FLG-7.ragweed2021.realigned.bam
FLG-8	Ambrosia_artemisiifolia	diffuse	/projects/mjolnir1/people/sjr729/Skmer_ms/Ragweed/bam/FLG-8.ragweed2021.realigned.bam
FLH-2018-1	Ambrosia_artemisiifolia	FLNorth	/projects/mjolnir1/people/sjr729/Skmer_ms/Ragweed/bam/FLH-2018-1.ragweed2021.realigned.bam
FLH-2018-2	Ambrosia_artemisiifolia	FLNorth	/projects/mjolnir1/people/sjr729/Skmer_ms/Ragweed/bam/FLH-2018-2.ragweed2021.realigned.bam
FLH-2018-3	Ambrosia_artemisiifolia	FLNorth	/projects/mjolnir1/people/sjr729/Skmer_ms/Ragweed/bam/FLH-2018-3.ragweed2021.realigned.bam
FLH-2018-5	Ambrosia_artemisiifolia	FLNorth	/projects/mjolnir1/people/sjr729/Skmer_ms/Ragweed/bam/FLH-2018-5.ragweed2021.realigned.bam
FLH-2018-6	Ambrosia_artemisiifolia	FLNorth	/projects/mjolnir1/people/sjr729/Skmer_ms/Ragweed/bam/FLH-2018-6.ragweed2021.realigned.bam
FR1-26	Ambrosia_artemisiifolia	diffuse	/projects/mjolnir1/people/sjr729/Skmer_ms/Ragweed/bam/FR1-26.ragweed2021.realigned.bam
FR2-1	Ambrosia_artemisiifolia	diffuse	/projects/mjolnir1/people/sjr729/Skmer_ms/Ragweed/bam/FR2-1.ragweed2021.realigned.bam
FR2-7	Ambrosia_artemisiifolia	diffuse	/projects/mjolnir1/people/sjr729/Skmer_ms/Ragweed/bam/FR2-7.ragweed2021.realigned.bam
FR-5	Ambrosia_artemisiifolia	diffuse	/projects/mjolnir1/people/sjr729/Skmer_ms/Ragweed/bam/FR-5.ragweed2021.realigned.bam
FR7-3	Ambrosia_artemisiifolia	diffuse	/projects/mjolnir1/people/sjr729/Skmer_ms/Ragweed/bam/FR7-3.ragweed2021.realigned.bam
FR7-6	Ambrosia_artemisiifolia	diffuse	/projects/mjolnir1/people/sjr729/Skmer_ms/Ragweed/bam/FR7-6.ragweed2021.realigned.bam
FR8-19	Ambrosia_artemisiifolia	diffuse	/projects/mjolnir1/people/sjr729/Skmer_ms/Ragweed/bam/FR8-19.ragweed2021.realigned.bam
FR9-5	Ambrosia_artemisiifolia	diffuse	/projects/mjolnir1/people/sjr729/Skmer_ms/Ragweed/bam/FR9-5.ragweed2021.realigned.bam
GA-1	Ambrosia_artemisiifolia	diffuse	/projects/mjolnir1/people/sjr729/Skmer_ms/Ragweed/bam/GA-1.ragweed2021.realigned.bam
GA-2	Ambrosia_artemisiifolia	diffuse	/projects/mjolnir1/people/sjr729/Skmer_ms/Ragweed/bam/GA-2.ragweed2021.realigned.bam
IA-10	Ambrosia_artemisiifolia	IAAmes	/projects/mjolnir1/people/sjr729/Skmer_ms/Ragweed/bam/IA-10.ragweed2021.realigned.bam
IA-1	Ambrosia_artemisiifolia	IAAmes	/projects/mjolnir1/people/sjr729/Skmer_ms/Ragweed/bam/IA-1.ragweed2021.realigned.bam
IA-2	Ambrosia_artemisiifolia	IAAmes	/projects/mjolnir1/people/sjr729/Skmer_ms/Ragweed/bam/IA-2.ragweed2021.realigned.bam
IA-3	Ambrosia_artemisiifolia	IAAmes	/projects/mjolnir1/people/sjr729/Skmer_ms/Ragweed/bam/IA-3.ragweed2021.realigned.bam
IA-4	Ambrosia_artemisiifolia	IAAmes	/projects/mjolnir1/people/sjr729/Skmer_ms/Ragweed/bam/IA-4.ragweed2021.realigned.bam
IA-5	Ambrosia_artemisiifolia	IAAmes	/projects/mjolnir1/people/sjr729/Skmer_ms/Ragweed/bam/IA-5.ragweed2021.realigned.bam
IA-6	Ambrosia_artemisiifolia	IAAmes	/projects/mjolnir1/people/sjr729/Skmer_ms/Ragweed/bam/IA-6.ragweed2021.realigned.bam
IA-7	Ambrosia_artemisiifolia	IAAmes	/projects/mjolnir1/people/sjr729/Skmer_ms/Ragweed/bam/IA-7.ragweed2021.realigned.bam
IA-8	Ambrosia_artemisiifolia	IAAmes	/projects/mjolnir1/people/sjr729/Skmer_ms/Ragweed/bam/IA-8.ragweed2021.realigned.bam
IA-9	Ambrosia_artemisiifolia	IAAmes	/projects/mjolnir1/people/sjr729/Skmer_ms/Ragweed/bam/IA-9.ragweed2021.realigned.bam
IL-1	Ambrosia_artemisiifolia	diffuse	/projects/mjolnir1/people/sjr729/Skmer_ms/Ragweed/bam/IL-1.ragweed2021.realigned.bam
IL-2	Ambrosia_artemisiifolia	diffuse	/projects/mjolnir1/people/sjr729/Skmer_ms/Ragweed/bam/IL-2.ragweed2021.realigned.bam
IW-10	Ambrosia_artemisiifolia	Unknown	/projects/mjolnir1/people/sjr729/Skmer_ms/Ragweed/bam/IW-10.ragweed2021.realigned.bam
IW-11	Ambrosia_artemisiifolia	diffuse	/projects/mjolnir1/people/sjr729/Skmer_ms/Ragweed/bam/IW-11.ragweed2021.realigned.bam
K12-1	Ambrosia_artemisiifolia	diffuse	/projects/mjolnir1/people/sjr729/Skmer_ms/Ragweed/bam/K12-1.ragweed2021.realigned.bam
K13-1	Ambrosia_artemisiifolia	diffuse	/projects/mjolnir1/people/sjr729/Skmer_ms/Ragweed/bam/K13-1.ragweed2021.realigned.bam
K16-1	Ambrosia_artemisiifolia	diffuse	/projects/mjolnir1/people/sjr729/Skmer_ms/Ragweed/bam/K16-1.ragweed2021.realigned.bam
K2-1	Ambrosia_artemisiifolia	diffuse	/projects/mjolnir1/people/sjr729/Skmer_ms/Ragweed/bam/K2-1.ragweed2021.realigned.bam
KY-14	Ambrosia_artemisiifolia	diffuse	/projects/mjolnir1/people/sjr729/Skmer_ms/Ragweed/bam/KY-14.ragweed2021.realigned.bam
KY-29	Ambrosia_artemisiifolia	diffuse	/projects/mjolnir1/people/sjr729/Skmer_ms/Ragweed/bam/KY-29.ragweed2021.realigned.bam
MA-A-1	Ambrosia_artemisiifolia	MABoston	/projects/mjolnir1/people/sjr729/Skmer_ms/Ragweed/bam/MA-A-1.ragweed2021.realigned.bam
