/maps/projects/mjolnir1/people/sjr729/tutorial/skimming_scripts/oedulis/skmer/echarvel_Stein_fast-skims_results_12.07/bbmap_reads/SRR26416937.fastq	11086622	2.368020486343727	4681810
/maps/projects/mjolnir1/people/sjr729/tutorial/skimming_scripts/oedulis/skmer/echarvel_Stein_fast-skims_results_12.07/bbmap_reads/SRR26416938.fastq	8893498	2.172079771407013	4094462
/maps/projects/mjolnir1/people/sjr729/tutorial/skimming_scripts/oedulis/skmer/echarvel_Stein_fast-skims_results_12.07/bbmap_reads/SRR26416939.fastq	7776238	2.0094308868534037	3869871
/maps/projects/mjolnir1/people/sjr729/tutorial/skimming_scripts/oedulis/skmer/echarvel_Stein_fast-skims_results_12.07/bbmap_reads/SRR26416940.fastq	5787636	1.8857924726435358	3069074
/maps/projects/mjolnir1/people/sjr729/tutorial/skimming_scripts/oedulis/skmer/echarvel_Stein_fast-skims_results_12.07/bbmap_reads/SRR26416941.fastq	8687032	2.2055122969727394	3938782
/maps/projects/mjolnir1/people/sjr729/tutorial/skimming_scripts/oedulis/skmer/echarvel_Stein_fast-skims_results_12.07/bbmap_reads/SRR26416943.fastq	17632800	3.1380559118026916	5619020
/maps/projects/mjolnir1/people/sjr729/tutorial/skimming_scripts/oedulis/skmer/echarvel_Stein_fast-skims_results_12.07/bbmap_reads/SRR26416944.fastq	7986148	2.055650020452897	3884975
/maps/projects/mjolnir1/people/sjr729/tutorial/skimming_scripts/oedulis/skmer/echarvel_Stein_fast-skims_results_12.07/bbmap_reads/SRR26416945.fastq	6664984	1.8739536944424446	3556643
/maps/projects/mjolnir1/people/sjr729/tutorial/skimming_scripts/oedulis/skmer/echarvel_Stein_fast-skims_results_12.07/bbmap_reads/SRR26416946.fastq	10386704	2.469319826109726	4206302
/maps/projects/mjolnir1/people/sjr729/tutorial/skimming_scripts/oedulis/skmer/echarvel_Stein_fast-skims_results_12.07/bbmap_reads/SRR26416948.fastq	5444402	1.7543463439842075	3103379
/maps/projects/mjolnir1/people/sjr729/tutorial/skimming_scripts/oedulis/skmer/echarvel_Stein_fast-skims_results_12.07/bbmap_reads/SRR26416959.fastq	9470588	2.33407973862099	4057525
/maps/projects/mjolnir1/people/sjr729/tutorial/skimming_scripts/oedulis/skmer/echarvel_Stein_fast-skims_results_12.07/bbmap_reads/SRR26416970.fastq	8034346	2.084253932629235	3854783
/maps/projects/mjolnir1/people/sjr729/tutorial/skimming_scripts/oedulis/skmer/echarvel_Stein_fast-skims_results_12.07/bbmap_reads/SRR26417043.fastq	8516432	2.2989099148699323	3704552
/maps/projects/mjolnir1/people/sjr729/tutorial/skimming_scripts/oedulis/skmer/echarvel_Stein_fast-skims_results_12.07/bbmap_reads/SRR26417044.fastq	5685114	1.8074726871232898	3145339
/maps/projects/mjolnir1/people/sjr729/tutorial/skimming_scripts/oedulis/skmer/echarvel_Stein_fast-skims_results_12.07/bbmap_reads/SRR26417045.fastq	15345832	3.0385430197978356	5050392
/maps/projects/mjolnir1/people/sjr729/tutorial/skimming_scripts/oedulis/skmer/echarvel_Stein_fast-skims_results_12.07/bbmap_reads/SRR26417046.fastq	10475222	2.4212042457729828	4326451
/maps/projects/mjolnir1/people/sjr729/tutorial/skimming_scripts/oedulis/skmer/echarvel_Stein_fast-skims_results_12.07/bbmap_reads/SRR26417047.fastq	10188544	2.3703575879615943	4298315
/maps/projects/mjolnir1/people/sjr729/tutorial/skimming_scripts/oedulis/skmer/echarvel_Stein_fast-skims_results_12.07/bbmap_reads/SRR26417048.fastq	6011604	1.8562970453944934	3238492
/maps/projects/mjolnir1/people/sjr729/tutorial/skimming_scripts/oedulis/skmer/echarvel_Stein_fast-skims_results_12.07/bbmap_reads/SRR26417053.fastq	9574212	2.282663336184601	4194316
/maps/projects/mjolnir1/people/sjr729/tutorial/skimming_scripts/oedulis/skmer/echarvel_Stein_fast-skims_results_12.07/bbmap_reads/SRR26417091.fastq	7369458	2.0354805032717596	3620500
/maps/projects/mjolnir1/people/sjr729/tutorial/skimming_scripts/oedulis/skmer/echarvel_Stein_fast-skims_results_12.07/bbmap_reads/SRR26417092.fastq	10238862	2.3218571433754436	4409773
/maps/projects/mjolnir1/people/sjr729/tutorial/skimming_scripts/oedulis/skmer/echarvel_Stein_fast-skims_results_12.07/bbmap_reads/SRR26417093.fastq	16043770	2.9575350910736686	5424710
/maps/projects/mjolnir1/people/sjr729/tutorial/skimming_scripts/oedulis/skmer/echarvel_Stein_fast-skims_results_12.07/bbmap_reads/SRR26417094.fastq	7415842	1.9031367272359552	3896642
/maps/projects/mjolnir1/people/sjr729/tutorial/skimming_scripts/oedulis/skmer/echarvel_Stein_fast-skims_results_12.07/bbmap_reads/SRR26417095.fastq	7468336	1.9678204105472086	3795233
/maps/projects/mjolnir1/people/sjr729/tutorial/skimming_scripts/oedulis/skmer/echarvel_Stein_fast-skims_results_12.07/bbmap_reads/SRR26417096.fastq	8794598	2.2616363762346667	3888599
/maps/projects/mjolnir1/people/sjr729/tutorial/skimming_scripts/oedulis/skmer/echarvel_Stein_fast-skims_results_12.07/bbmap_reads/SRR26417097.fastq	7700802	2.0325090961913923	3788816
/maps/projects/mjolnir1/people/sjr729/tutorial/skimming_scripts/oedulis/skmer/echarvel_Stein_fast-skims_results_12.07/bbmap_reads/SRR26417098.fastq	9631042	2.277271634190853	4229202
/maps/projects/mjolnir1/people/sjr729/tutorial/skimming_scripts/oedulis/skmer/echarvel_Stein_fast-skims_results_12.07/bbmap_reads/SRR26417100.fastq	6189914	1.7618440717764183	3513315
