sample	KARM	MORE	RISO	MÅSE	KALI	KALM	IDEI	BLEK	IDEO
KARM	0	0.07957	0.00316	0.02249	0.07793	0.07396	0.10112	0.01501	0.00866
MORE	0.07957	0	-0.02755	-0.02293	0.02932	0.12717	0.04218	-0.03757	-0.02556
RISO	0.00316	-0.02755	0	0.0061	0.1019	0.11099	0.10219	0.03883	0.01591
MÅSE	0.02249	-0.02293	0.0061	0	0.11051	0.09566	0.06598	0.04817	0.00319
KALI	0.07793	0.02932	0.1019	0.11051	0	0.0396	0.05993	-0.01752	-0.00495
KALM	0.07396	0.12717	0.11099	0.09566	0.0396	0	0.02619	-0.0966	-0.05496
IDEI	0.10112	0.04218	0.10219	0.06598	0.05993	0.02619	0	-0.09695	-0.04037
BLEK	0.01501	-0.03757	0.03883	0.04817	-0.01752	-0.0966	-0.09695	0	0.00798
IDEO	0.00866	-0.02556	0.01591	0.00319	-0.00495	-0.05496	-0.04037	0.00798	0
