sample	KARM	MORE	RISO	MÅSE	KALI	KALM	IDEI	BLEK	IDEO
KARM	0	0.07653	0.00316	0.02224	0.07501	0.07132	0.09626	0.0149	0.00862
MORE	0.07653	0	-0.02794	-0.0232	0.0289	0.11957	0.04131	-0.03829	-0.0259
RISO	0.00316	-0.02794	0	0.00608	0.09696	0.10515	0.09722	0.03809	0.01578
MÅSE	0.02224	-0.0232	0.00608	0	0.10472	0.09129	0.06387	0.04703	0.00319
KALI	0.07501	0.0289	0.09696	0.10472	0	0.03883	0.05818	-0.01768	-0.00496
KALM	0.07132	0.11957	0.10515	0.09129	0.03883	0	0.02585	-0.1015	-0.05651
IDEI	0.09626	0.04131	0.09722	0.06387	0.05818	0.02585	0	-0.10189	-0.04121
BLEK	0.0149	-0.03829	0.03809	0.04703	-0.01768	-0.1015	-0.10189	0	0.00795
IDEO	0.00862	-0.0259	0.01578	0.00319	-0.00496	-0.05651	-0.04121	0.00795	0
