sample	KARM	MORE	RISO	MÅSE	KALI	KALM	IDEI	BLEK	IDEO
KARM	0	0.00906	0.02807	0.03888	-0.00091	0.00624	0.01921	0.02819	0.03001
MORE	0.00906	0	0.02365	0.02714	-0.01194	0.0033	0.01361	0.01951	0.02642
RISO	0.02807	0.02365	0	0.00129	-0.0255	-0.02325	-0.01808	-0.00177	-0.00267
MÅSE	0.03888	0.02714	0.00129	0	-0.01021	-0.00327	-0.01505	0.01156	0.01191
KALI	-0.00091	-0.01194	-0.0255	-0.01021	0	0.01152	0.03534	0.03073	0.05828
KALM	0.00624	0.0033	-0.02325	-0.00327	0.01152	0	0.02883	0.02972	0.05116
IDEI	0.01921	0.01361	-0.01808	-0.01505	0.03534	0.02883	0	0.0213	0.02402
BLEK	0.02819	0.01951	-0.00177	0.01156	0.03073	0.02972	0.0213	0	0.02582
IDEO	0.03001	0.02642	-0.00267	0.01191	0.05828	0.05116	0.02402	0.02582	0
