sample	KARM	MORE	RISO	MÅSE	KALI	KALM	IDEI	BLEK	IDEO
KARM	0	0.00903	0.02862	0.03866	-0.00091	0.00624	0.01947	0.02857	0.03001
MORE	0.00903	0	0.02446	0.02673	-0.012	0.00332	0.01393	0.02015	0.02718
RISO	0.02862	0.02446	0	0.00125	-0.02526	-0.02283	-0.01824	-0.00177	-0.00267
MÅSE	0.03866	0.02673	0.00125	0	-0.01026	-0.00329	-0.01561	0.01169	0.01209
KALI	-0.00091	-0.012	-0.02526	-0.01026	0	0.01153	0.03631	0.03073	0.05912
KALM	0.00624	0.00332	-0.02283	-0.00329	0.01153	0	0.02919	0.03008	0.05116
IDEI	0.01947	0.01393	-0.01824	-0.01561	0.03631	0.02919	0	0.02117	0.02397
BLEK	0.02857	0.02015	-0.00177	0.01169	0.03073	0.03008	0.02117	0	0.02586
IDEO	0.03001	0.02718	-0.00267	0.01209	0.05912	0.05116	0.02397	0.02586	0
