sample	KARM	MORE	RISO	MÅSE	KALI	KALM	IDEI	BLEK	IDEO
KARM	0	0.0091	0.02847	0.03966	-0.00091	0.00626	0.0194	0.02859	0.03047
MORE	0.0091	0	0.02394	0.02751	-0.01187	0.0033	0.0137	0.0197	0.02677
RISO	0.02847	0.02394	0	0.00129	-0.02518	-0.02298	-0.01792	-0.00177	-0.00266
MÅSE	0.03966	0.02751	0.00129	0	-0.01016	-0.00326	-0.01494	0.01163	0.01198
KALI	-0.00091	-0.01187	-0.02518	-0.01016	0	0.01158	0.03598	0.03121	0.06003
KALM	0.00626	0.0033	-0.02298	-0.00326	0.01158	0	0.02925	0.03017	0.0525
IDEI	0.0194	0.0137	-0.01792	-0.01494	0.03598	0.02925	0	0.02153	0.02431
BLEK	0.02859	0.0197	-0.00177	0.01163	0.03121	0.03017	0.02153	0	0.02616
IDEO	0.03047	0.02677	-0.00266	0.01198	0.06003	0.0525	0.02431	0.02616	0
