sample	KARM	MORE	RISO	MÅSE	KALI	KALM	IDEI	BLEK	IDEO
KARM	0	0.05465	0.04374	0.05891	-0.03891	-0.02906	-0.0007	0.02492	0.03069
MORE	0.05465	0	0.07162	0.06651	-0.08997	-0.03077	0.03534	0.02244	0.02764
RISO	0.04374	0.07162	0	-0.00392	-0.13506	-0.09495	-0.02654	-0.03903	-0.04372
MÅSE	0.05891	0.06651	-0.00392	0	-0.08185	-0.03882	7e-05	0.00788	-2e-05
KALI	-0.03891	-0.08997	-0.13506	-0.08185	0	0.01702	0.07701	0.06772	0.09961
KALM	-0.02906	-0.03077	-0.09495	-0.03882	0.01702	0	0.08209	0.05643	0.08387
IDEI	-0.0007	0.03534	-0.02654	7e-05	0.07701	0.08209	0	-0.00103	-0.00858
BLEK	0.02492	0.02244	-0.03903	0.00788	0.06772	0.05643	-0.00103	0	0.03111
IDEO	0.03069	0.02764	-0.04372	-2e-05	0.09961	0.08387	-0.00858	0.03111	0
