sample	KARM	MORE	RISO	MÅSE	KALI	KALM	IDEI	BLEK	IDEO
KARM	0	0.05743	0.04327	0.05985	-0.03832	-0.02906	-0.00069	0.02416	0.03069
MORE	0.05743	0	0.06584	0.06613	-0.08065	-0.0284	0.03389	0.01959	0.02461
RISO	0.04327	0.06584	0	-0.00408	-0.13428	-0.09413	-0.02672	-0.03835	-0.04179
MÅSE	0.05985	0.06613	-0.00408	0	-0.08005	-0.03784	7e-05	0.00766	-2e-05
KALI	-0.03832	-0.08065	-0.13428	-0.08005	0	0.01705	0.07819	0.06772	0.09773
KALM	-0.02906	-0.0284	-0.09413	-0.03784	0.01705	0	0.0826	0.05544	0.08387
IDEI	-0.00069	0.03389	-0.02672	7e-05	0.07819	0.0826	0	-0.00099	-0.00837
BLEK	0.02416	0.01959	-0.03835	0.00766	0.06772	0.05544	-0.00099	0	0.03098
IDEO	0.03069	0.02461	-0.04179	-2e-05	0.09773	0.08387	-0.00837	0.03098	0
