sample	KARM	MORE	RISO	MÅSE	KALI	KALM	IDEI	BLEK	IDEO
KARM	0	0.05913	0.04422	0.0617	-0.0376	-0.02864	-0.00069	0.02445	0.03116
MORE	0.05913	0	0.06808	0.06839	-0.07753	-0.028	0.03448	0.01978	0.02491
RISO	0.04422	0.06808	0	-0.00407	-0.12583	-0.0899	-0.02637	-0.03762	-0.04094
MÅSE	0.0617	0.06839	-0.00407	0	-0.07697	-0.03713	7e-05	0.00769	-2e-05
KALI	-0.0376	-0.07753	-0.12583	-0.07697	0	0.0172	0.08137	0.0701	0.10276
KALM	-0.02864	-0.028	-0.0899	-0.03713	0.0172	0	0.08616	0.05702	0.08754
IDEI	-0.00069	0.03448	-0.02637	7e-05	0.08137	0.08616	0	-0.00099	-0.00834
BLEK	0.02445	0.01978	-0.03762	0.00769	0.0701	0.05702	-0.00099	0	0.03147
IDEO	0.03116	0.02491	-0.04094	-2e-05	0.10276	0.08754	-0.00834	0.03147	0
