sample	KARM	MORE	RISO	MÅSE	KALI	KALM	IDEI	BLEK	IDEO
KARM	0	-0.00136	0.00737	0.01843	0.03679	0.01936	0.01783	0.02294	0.02053
MORE	-0.00136	0	0.00211	0.00558	0.02024	0.01215	0.00487	0.00761	-0.01099
RISO	0.00737	0.00211	0	-0.00047	0.0214	0.01128	0.00029	0.01043	-0.01755
MÅSE	0.01843	0.00558	-0.00047	0	0.02368	0.01728	0.00196	0.01263	-0.01753
KALI	0.03679	0.02024	0.0214	0.02368	0	0.0041	0.04328	0.00483	0.01322
KALM	0.01936	0.01215	0.01128	0.01728	0.0041	0	0.00911	-0.00233	-0.00472
IDEI	0.01783	0.00487	0.00029	0.00196	0.04328	0.00911	0	0.01873	0.02148
BLEK	0.02294	0.00761	0.01043	0.01263	0.00483	-0.00233	0.01873	0	-0.00526
IDEO	0.02053	-0.01099	-0.01755	-0.01753	0.01322	-0.00472	0.02148	-0.00526	0
