sample	KARM	MORE	RISO	MÅSE	KALI	KALM	IDEI	BLEK	IDEO
KARM	0	-0.00155	0.0083	0.01925	0.03965	0.01936	0.01756	0.02433	0.01996
MORE	-0.00155	0	0.00213	0.00561	0.02039	0.01192	0.00411	0.00741	-0.00893
RISO	0.0083	0.00213	0	-0.00047	0.02141	0.01103	0.00026	0.01032	-0.01544
MÅSE	0.01925	0.00561	-0.00047	0	0.02369	0.01713	0.00196	0.01254	-0.01753
KALI	0.03965	0.02039	0.02141	0.02369	0	0.00404	0.04142	0.00483	0.01251
KALM	0.01936	0.01192	0.01103	0.01713	0.00404	0	0.00868	-0.00233	-0.00444
IDEI	0.01756	0.00411	0.00026	0.00196	0.04142	0.00868	0	0.01949	0.02148
BLEK	0.02433	0.00741	0.01032	0.01254	0.00483	-0.00233	0.01949	0	-0.00501
IDEO	0.01996	-0.00893	-0.01544	-0.01753	0.01251	-0.00444	0.02148	-0.00501	0
