sample	KARM	MORE	RISO	MÅSE	KALI	KALM	IDEI	BLEK	IDEO
KARM	0	-0.00136	0.00737	0.01843	0.03679	0.02567	0.01635	0.02475	0.0361
MORE	-0.00136	0	0.00211	0.00558	0.02024	0.01296	0.00804	0.00988	0.01257
RISO	0.00737	0.00211	0	-0.00047	0.0214	0.01071	0.002	0.01083	0.00421
MÅSE	0.01843	0.00558	-0.00047	0	0.02368	0.01585	0.00035	0.01145	0.00203
KALI	0.03679	0.02024	0.0214	0.02368	0	-0.00049	0.01284	0.00555	0.01726
KALM	0.02567	0.01296	0.01071	0.01585	-0.00049	0	0.00503	-0.00183	0.00608
IDEI	0.01635	0.00804	0.002	0.00035	0.01284	0.00503	0	0.006	0.00049
BLEK	0.02475	0.00988	0.01083	0.01145	0.00555	-0.00183	0.006	0	0.00839
IDEO	0.0361	0.01257	0.00421	0.00203	0.01726	0.00608	0.00049	0.00839	0
