sample	KARM	MORE	RISO	MÅSE	KALI	KALM	IDEI	BLEK	IDEO
KARM	0	-0.00155	0.0083	0.01925	0.03965	0.02567	0.01736	0.02662	0.0361
MORE	-0.00155	0	0.00213	0.00561	0.02039	0.01304	0.00809	0.00989	0.01128
RISO	0.0083	0.00213	0	-0.00047	0.02141	0.01072	0.002	0.01082	0.00379
MÅSE	0.01925	0.00561	-0.00047	0	0.02369	0.01585	0.00035	0.01144	0.00195
KALI	0.03965	0.02039	0.02141	0.02369	0	-0.00049	0.01286	0.00555	0.01611
KALM	0.02567	0.01304	0.01072	0.01585	-0.00049	0	0.00504	-0.00182	0.00608
IDEI	0.01736	0.00809	0.002	0.00035	0.01286	0.00504	0	0.00597	0.00047
BLEK	0.02662	0.00989	0.01082	0.01144	0.00555	-0.00182	0.00597	0	0.00784
IDEO	0.0361	0.01128	0.00379	0.00195	0.01611	0.00608	0.00047	0.00784	0
