sample	KARM	MORE	RISO	MÅSE	KALI	KALM	IDEI	BLEK	IDEO
KARM	0	0.06699	0.0553	0.06597	0.09002	0.04737	0.07837	0.06341	0.06496
MORE	0.06699	0	0.03101	0.0299	0.04602	0.09565	0.02738	0.01893	0.0389
RISO	0.0553	0.03101	0	-0.00085	0.06142	0.03494	0.03175	0.03332	0.02412
MÅSE	0.06597	0.0299	-0.00085	0	0.07245	0.0221	0.00104	0.04729	0.01818
KALI	0.09002	0.04602	0.06142	0.07245	0	0.00107	0.03244	0.02091	0.04547
KALM	0.04737	0.09565	0.03494	0.0221	0.00107	0	0.03325	-0.01605	0.02886
IDEI	0.07837	0.02738	0.03175	0.00104	0.03244	0.03325	0	-0.02713	0.03073
BLEK	0.06341	0.01893	0.03332	0.04729	0.02091	-0.01605	-0.02713	0	0.01863
IDEO	0.06496	0.0389	0.02412	0.01818	0.04547	0.02886	0.03073	0.01863	0
