sample	KARM	MORE	RISO	MÅSE	KALI	KALM	IDEI	BLEK	IDEO
KARM	0	0.06708	0.05409	0.06604	0.08929	0.04737	0.0772	0.06213	0.06496
MORE	0.06708	0	0.02996	0.02997	0.04513	0.09127	0.02671	0.01808	0.03696
RISO	0.05409	0.02996	0	-0.00087	0.06167	0.03421	0.03143	0.03318	0.02359
MÅSE	0.06604	0.02997	-0.00087	0	0.0721	0.0217	0.00101	0.0468	0.01785
KALI	0.08929	0.04513	0.06167	0.0721	0	0.00105	0.03187	0.02091	0.04455
KALM	0.04737	0.09127	0.03421	0.0217	0.00105	0	0.03347	-0.01618	0.02886
IDEI	0.0772	0.02671	0.03143	0.00101	0.03187	0.03347	0	-0.02711	0.03052
BLEK	0.06213	0.01808	0.03318	0.0468	0.02091	-0.01618	-0.02711	0	0.01847
IDEO	0.06496	0.03696	0.02359	0.01785	0.04455	0.02886	0.03052	0.01847	0
