sample	KARM	MORE	RISO	MÅSE	KALI	KALM	IDEI	BLEK	IDEO
KARM	0	0.06941	0.0556	0.0683	0.09346	0.04852	0.0803	0.06413	0.06714
MORE	0.06941	0	0.03042	0.03042	0.04618	0.09563	0.02707	0.01825	0.03766
RISO	0.0556	0.03042	0	-0.00087	0.06363	0.03481	0.03193	0.03374	0.02387
MÅSE	0.0683	0.03042	-0.00087	0	0.0748	0.02194	0.00101	0.04792	0.01801
KALI	0.09346	0.04618	0.06363	0.0748	0	0.00105	0.03238	0.02113	0.04557
KALM	0.04852	0.09563	0.03481	0.02194	0.00105	0	0.03404	-0.01605	0.02929
IDEI	0.0803	0.02707	0.03193	0.00101	0.03238	0.03404	0	-0.02674	0.03099
BLEK	0.06413	0.01825	0.03374	0.04792	0.02113	-0.01605	-0.02674	0	0.01864
IDEO	0.06714	0.03766	0.02387	0.01801	0.04557	0.02929	0.03099	0.01864	0
