HALS	0.0
HAFR	0.00475
AGAB	0.00395
DOLV	0.00578
CRES	0.00783
WADD	0.00328
VENO	0.00452
BUNN	0.0041
TOLL	0.00483
THIS	0.00425
RYAN	0.00548
OSTR	0.00282
BOVA	0.00468
ORNE	0.00473
NELL	0.00199
MOLU	0.00512
LANG	0.00499
KLEV	0.00397
HFJO	0.00377
BARR	0.00465
GREV	0.00528
CORS	0.0077
PONT	0.0041
NISS	0.00553
LOGS	0.00455
LILL	0.00347
INNE	0.00428
HAUG	0.00477
GASO	0.00293
FURI	0.00352
ZECE	0.00674
CLEW	NA
TRAL	0.00717
