sample	KARM	MORE	RISO	MÅSE	KALI	KALM	IDEI	BLEK	IDEO
KARM	0	-0.01382	0.00598	0.01967	0.03883	0.04069	0.01835	0.02528	0.01419
MORE	-0.01382	0	0.00975	0.02358	0.03394	0.04201	0.0187	0.03449	0.00936
RISO	0.00598	0.00975	0	0.00314	0.03614	0.0263	0.01285	0.01602	-0.00071
MÅSE	0.01967	0.02358	0.00314	0	0.03431	0.03395	-0.00262	0.02197	-0.0009
KALI	0.03883	0.03394	0.03614	0.03431	0	0.00243	0.02832	0.00347	0.02532
KALM	0.04069	0.04201	0.0263	0.03395	0.00243	0	0.01835	-0.00274	0.01658
IDEI	0.01835	0.0187	0.01285	-0.00262	0.02832	0.01835	0	0.00279	-0.00159
BLEK	0.02528	0.03449	0.01602	0.02197	0.00347	-0.00274	0.00279	0	0.01548
IDEO	0.01419	0.00936	-0.00071	-0.0009	0.02532	0.01658	-0.00159	0.01548	0
