"individual","population","dist_1","dist_2","dist_3","dist_4","dist_5","dist_6","dist_7","dist_8","dist_9","dist_10","dist_11","dist_12","dist_13","dist_14","dist_15","dist_16","dist_17","dist_18","dist_19","dist_20","dist_21","dist_22","dist_23","dist_24","dist_25","dist_26","dist_27","dist_28","dist_29","dist_30","dist_31","dist_32","dist_33","dist_34","dist_35","dist_36","dist_37","dist_38","dist_39","dist_40"
"ERR9709214","MÅSE",-0.00147388089511436,0.000364978689274593,0.00102182446052934,-0.000564375346829942,0.00022621986128236,-0.00118866554831461,0.000426245449786982,0.00128840475846173,-0.000513807684512645,-0.000910328537250274,-0.00161398542260545,-0.000996002645100055,-0.00039251405311606,-0.000227979159552399,-0.00124836570801983,0.000177094645439244,-0.000427475254716065,0.000833531147462668,0.000232755365086561,0.000188675215996934,-0.00065737498068808,-0.00100226728437333,-0.000591878080027797,-0.000809524483236811,-0.000139980019237719,0.00125012397182329,-0.000532362507677403,0.000325202551211565,-0.000242549647735924,-0.000702016018544617,-0.000256229451238356,0.000314013120364713,0.000150377847861161,-0.0001155389507142,-0.000546527533047874,-7.44656365757514e-05,0.000200662066981807,-9.62339121368426e-05,9.65672180459295e-05,1.84941735469136e-05
"ERR9709215","MÅSE",-0.00128421881711122,0.000269123534839525,-1.36143085513238e-05,0.000943401912679456,0.000503464717621786,-0.000655993226658807,0.00114733523719803,0.000573598182848843,5.81002681355311e-05,-0.000601934137036498,0.000191213461577896,0.000134405618184851,0.000449176416562249,-0.000972045345277121,0.000609992267949898,-0.000269358144859997,-0.00116938179908422,-0.000238696169683391,0.000189556143464519,-0.000164238611186954,-0.000463709214135623,4.60516137397916e-05,9.97661880468626e-05,0.00011598452751223,-0.00081734463528954,-0.00165244869826931,0.00105803712932389,-0.00114001283567039,0.000119615809048762,-0.000216020196476933,-0.000872034539331767,-0.000794884850257008,0.00133905753561035,5.03476792266059e-05,0.000156013224197546,0.00101457337178409,-0.000228742227230373,-3.28551068557623e-05,3.28157726935149e-05,1.72214768766954e-05
"ERR9709216","KALI",0.00203543685013679,-0.000147766959856857,3.26477672866288e-05,0.000403850327267734,0.000361098887044565,-0.00071673665718161,-0.000341690444404427,-0.000606515636707145,-0.0018300085447805,-0.00033987358443327,0.00051777574786717,0.000289210162560622,-0.000861983630119216,-0.000317747190334955,-0.000626434300156151,-0.00190932855948842,0.00120316190777368,7.50209631677813e-07,0.000919064295346614,0.00129165197651273,-0.000779319021637029,0.000163465773144091,-0.000890798536747912,-7.35919111524177e-05,-0.000531242194993241,-0.000265002426202274,-0.000176288488435056,-8.20482051238922e-05,0.000176463694612403,5.2896604869695e-06,-3.06822470231798e-05,-0.000457926662927243,0.00049129215343819,0.000278377701518505,4.27969363648753e-05,-0.000191197596963014,0.000227430916434173,0.000187884804692618,-0.00014255794774646,-9.78747167604463e-06
"ERR9709217","KALI",0.00151276085720453,9.57548384996692e-06,-0.000470596242903563,0.00075567733506519,-3.01757111940238e-05,-0.000432626558722462,0.000259192428467642,-0.000711298851761753,-4.8387487917077e-05,0.000147040399299369,-0.00066957630310588,-0.00126675011729686,0.00152482729107766,-0.00141462469379241,-0.000552239641527296,-0.000376803898908486,-7.7590614000637e-05,-0.000305765917098127,-0.0013202699550706,-0.000709246749436961,0.000170596309262742,0.000872521036742668,-0.000206843000993388,0.000689825781153596,-0.000663973489166997,0.00027388323544452,-0.000273669578099763,-0.000172396901151151,-0.00060179049032245,-0.000711727992509269,0.000194683664368772,0.00182326570004929,-5.54799466699459e-05,2.32359677458192e-05,0.000365747394958739,0.000105195648313591,1.20874582110841e-05,0.000250245255625865,-0.000185679533367778,-3.58852201219178e-06
"ERR9709218","KALI",0.000936580481501281,0.000932768793898439,-0.000125155290451306,0.000149501699469353,0.000474555418226013,-0.000116224724812973,-0.00117610356893722,-0.00088178842889112,-0.000708281022782256,-0.000794024602099064,-0.0012801791477983,-0.000214347675525398,-0.000260459533643115,-0.000886428823151238,0.000754671442144081,0.000799884065384799,-0.00127792302174238,-0.000427776572189645,-0.000185446117152405,0.000231659975084101,0.000610311607868311,0.000832487433812007,-0.000368667138927058,-0.00041239197451253,0.00112427739920867,1.00826163959954e-05,0.000426183597359525,0.00165735098878235,0.000339778050983793,0.00103608381176561,-0.000554946411947872,-0.000795743921979691,-1.73522033291426e-05,-0.00033819321822864,-0.000240966588557266,0.000462673297936957,-0.000146559912533625,0.000161535194830678,-5.94247480650924e-05,1.34661733550017e-06
"ERR9709219","KALM",0.000792197536827986,0.00052109779886803,-0.000621688757174587,0.00067723568233242,0.000183647981820262,-0.000203133028916005,-5.81765092627572e-05,0.000318059727257909,0.000699580959911938,8.55492464236302e-05,0.000140169180738144,0.000194817304987486,-2.09160230237416e-05,0.000385118696287997,-7.40608631008162e-05,0.000452747730850136,0.000141120313478599,0.00018665528644755,0.000127429523167211,0.000269115025961083,-0.000798489559927614,0.000224945768025877,1.85092746914504e-05,0.00029084543544355,-0.000173773353152812,0.000102580408948812,0.000472657565745037,-0.00084980724375074,0.000403930369711348,0.000439790732452406,-0.00025768103194138,0.000390904282490458,-0.00153998518776178,0.000537838420528761,-0.00292868115450901,0.000754070427866277,0.000265237572775787,0.000378281634656054,-9.30103160771297e-05,1.46728716244288e-05
"ERR9709220","KALM",2.5007513321157e-05,0.00169430134686359,0.000909790226805954,0.000318057493449133,0.000182560822240957,0.00252468809456275,-0.000453233425505109,0.000789003736533367,-0.000587688390532739,-0.000302343470884865,-0.000413145300277594,0.000229104196809058,-9.73404694391955e-05,0.00111948457482576,-0.000474166492140808,-0.00151033584246551,-0.000884130899057011,-0.0011161407906734,-5.41390319623068e-05,-0.000876160747348564,-0.00015265230136887,-3.96463703982645e-05,0.000244487836627062,0.000618061606822669,-0.000351376087390448,0.000259047438797862,1.23001811276488e-05,1.04717281996103e-05,-0.000534206611760356,-0.000275761942215552,0.000691807295676932,-0.00017658155023255,-5.90095502509869e-05,-9.69602734704439e-05,-6.17661738067672e-05,0.000392048550319853,0.000161283599026913,8.82464874767183e-05,-1.50194612124639e-05,4.7510044152344e-06
"ERR9709221","KALM",0.000461698596280374,0.000474238414853711,-0.000374407999471137,0.000379009897367682,-5.90878512382298e-05,-6.54321870053908e-05,-0.000117481482435026,-0.000102936065779896,7.56722188734824e-06,-5.09284309103068e-05,-8.22305624845772e-05,-9.11227569267246e-05,0.000118064903033504,0.000173129114744637,4.66874921401e-05,7.80985238456737e-05,0.000140955133693236,0.000100821394576183,9.87145017377125e-05,-6.80036331362052e-05,-0.000175758949125778,9.12401523854582e-05,1.05197920749166e-05,0.000104886165368366,-2.09038031395907e-05,-8.8631322331969e-07,-9.18526785903663e-05,-0.000202305397509441,1.07958988981618e-05,0.000117819279617512,-9.63033295314429e-05,-3.15440773223862e-05,-0.000222549748442089,-0.000227181193534683,-5.54233017950598e-05,-0.000263531447418698,-0.000110673145957964,-0.00303571779263599,-0.000443181398286054,5.08261653204364e-05
"ERR9709222","IDEI",-0.00046829110795538,0.000163561697622831,-2.34021242805756e-05,9.27098444668373e-05,1.78887499980684e-05,-4.53168073321824e-05,-3.17386330220236e-05,-5.01670435437335e-05,-4.53224923830829e-06,-2.18450590648158e-05,-4.59911979811201e-05,-1.3513189267423e-05,-3.02418992177411e-06,5.23277174467808e-05,4.13436876929745e-05,-2.0670282966202e-05,1.25364497190417e-05,-8.66578961220694e-06,9.89147650906396e-06,-2.28434802770328e-05,9.1629959561595e-07,-1.4909457471145e-05,1.01329307740252e-05,-2.91531075431581e-05,-2.46419684611289e-05,7.41534925983347e-06,-1.99366939003354e-06,-3.99110728885148e-07,-1.07071675487488e-05,-4.52409528104568e-05,-5.66696028283105e-06,-1.74202074787458e-05,-1.72815417591396e-05,-4.0497402625901e-05,2.85288434206056e-05,4.2721735153448e-05,-4.71512478575057e-05,8.50648715971336e-05,-0.000317664353031557,0.000255268351236061
"ERR9709223","IDEI",-0.000579771459912977,0.000316351768819894,-0.000136303677428511,0.00026719167972766,5.59579388545248e-05,-5.27485251189868e-05,-7.73108822444868e-06,-3.98740369111201e-06,3.34012263647889e-05,-9.39363211000227e-06,-2.56906230261301e-05,3.28140360056429e-06,1.53714192024008e-05,3.27232271003141e-05,-2.94150778982786e-05,4.38823505257786e-05,5.98886104955513e-05,6.74528261156044e-05,2.84864504997174e-05,-4.19245386059554e-05,2.58217169519458e-06,-6.55237006927888e-06,-8.01777424085003e-05,-4.2068511338601e-05,2.97694829675226e-06,-2.71097849829825e-05,-1.91045599872296e-05,-4.79448176419157e-05,7.78593263593421e-05,1.24352882735119e-05,1.68982401974427e-05,-7.66034079056827e-06,-9.47532344072372e-05,-8.48960264773615e-05,1.67771061141602e-05,-5.81325766460846e-05,-2.0746988890916e-05,-0.000117041857648941,-0.000171868116749075,-0.000766143202479621
"ERR9709224","IDEI",0.000159334436053013,1.10996562233767e-05,-0.000116927352453851,0.0014116298400711,0.000208373585765311,-0.000309741125612244,-2.59455543621539e-05,0.000396436651230823,0.000136583654543303,9.9161025292386e-05,-0.000199565503789409,-0.000123706973078171,0.000245674108499694,5.87946267400256e-05,-0.000250317966822721,-0.000174046195286354,0.000256402145736577,0.00052302641825962,0.000144329340077483,-0.00021595511253426,0.000113214508310831,-0.000624952578778447,-0.000120571719509047,-0.000405170064444699,0.000412829727172754,-0.000563453866297454,-0.000422130427661896,-0.000530720387084611,0.000603479597786609,-0.000331459836774194,6.73351755263075e-05,-0.000906061733120467,-0.00239104981515924,-0.00181230007399399,0.00143909169406696,0.00024830620793203,-0.000131779583118134,0.00041844075810135,-6.4460005591703e-05,3.79245662408762e-05
"ERR9709225","BLEK",0.00101754648127507,0.000440033154829002,0.00091931308962019,-0.00113579976976967,0.000257278450125398,-0.00120215399692349,0.00224118690175838,-0.000885769722727909,0.000488379207200245,0.000424706277440754,-0.000794859859678798,0.000233709494935363,-0.000632391837716547,0.00118893415545725,0.000872727347586402,-0.00116633469979576,-0.000609906682177556,0.000320286173949044,-0.000889322964336161,-7.06228523870375e-05,0.00107291767933994,-0.000286132520101571,-9.76178025265715e-05,0.000161216572432644,0.00025021368280452,-0.000538074502426283,-0.000308502518033681,-8.36179817976382e-05,-6.96654476429945e-05,0.00044328316777013,0.000402259525598538,-0.000158265471831946,-0.00055410548430512,0.000643541763399813,4.11246378965977e-05,4.79821944535065e-05,0.000222853783024891,-6.42280976285482e-05,3.46445780194854e-05,-7.82897165878722e-06
"ERR9709226","BLEK",0.000496923975829965,-6.42132037055013e-06,-0.000459937887524689,0.000513265622204807,-7.96436773526242e-06,5.11490564395353e-05,-9.1007267841775e-05,4.88633327916388e-05,3.82103003008993e-05,5.48380779359035e-05,7.99925727812648e-05,-0.000138326227768463,6.02800619656617e-05,-2.83662367823708e-05,2.52217244671438e-05,-0.000105409176676954,7.84465275193195e-05,0.000107063352329809,-1.884658905331e-05,-0.000139386107374031,1.59288731419191e-05,9.50036865552834e-06,-3.0994720474685e-05,-3.0467887560782e-05,9.99437383837614e-05,0.000103041649197056,-4.7278962860811e-05,3.15161622008934e-05,-5.21001582124063e-05,2.01001682286308e-05,-1.75272084755088e-05,-5.06092505398193e-05,1.07955416863467e-05,0.000113106257101638,-8.34876870747169e-06,-8.6599020228919e-05,8.22318099926585e-05,-0.000424533898072346,0.00253864457899909,1.28127628945824e-05
"ERR9709227","BLEK",0.000325377960495119,0.000490866207111801,0.000483181667945376,0.000481459828746418,0.000315661180003976,0.000432896473990786,0.000198260904236312,0.000739382345518623,0.000558507160314012,0.000970650322679775,0.000710609741970546,0.000326135637443283,-2.88244433590341e-05,0.000457122455540838,-0.000647640655877591,0.000379231979020782,0.000645234288318995,0.00174102415906267,-0.000913673425193774,0.000210743267801706,0.000846278963981758,0.00156408809850516,-0.000603266819109301,-0.00157285342210344,-0.000807228580689633,6.87487184298681e-05,0.000997551860648578,0.000868929647769879,-0.000547035079953847,-0.000309326093936185,0.000503135457380365,-0.000473344613004463,0.000650947325436362,-0.000290286147690488,-5.32729450272942e-05,0.000371745919957941,-4.12154132191589e-06,1.91205410617245e-05,-9.74935190279305e-05,1.36287762538301e-05
