sample	KARM	MORE	RISO	MÅSE	KALI	KALM	IDEI	BLEK	IDEO
KARM	0	0.0346	0.00113	0.04816	0.09593	0.03873	-0.00863	0.02775	0.07397
MORE	0.0346	0	-0.00226	0.05914	0.0686	0.07766	-0.0343	0.02549	0.03312
RISO	0.00113	-0.00226	0	0.01067	0.07306	0.0301	-0.02076	0.03885	0.03295
MÅSE	0.04816	0.05914	0.01067	0	0.06218	0.02447	-0.05463	0.05117	0.02195
KALI	0.09593	0.0686	0.07306	0.06218	0	-0.00599	0.01304	0.02112	0.08719
KALM	0.03873	0.07766	0.0301	0.02447	-0.00599	0	-0.08344	-0.01606	0.05634
IDEI	-0.00863	-0.0343	-0.02076	-0.05463	0.01304	-0.08344	0	-0.08016	0.02148
BLEK	0.02775	0.02549	0.03885	0.05117	0.02112	-0.01606	-0.08016	0	0.06206
IDEO	0.07397	0.03312	0.03295	0.02195	0.08719	0.05634	0.02148	0.06206	0
