sample	KARM	MORE	RISO	MÅSE	KALI	KALM	IDEI	BLEK	IDEO
KARM	0	0.0328	0.00113	0.04755	0.09463	0.03873	-0.00885	0.0278	0.07397
MORE	0.0328	0	-0.00242	0.06034	0.07117	0.08258	-0.03725	0.02745	0.03549
RISO	0.00113	-0.00242	0	0.01044	0.07247	0.03044	-0.02223	0.03897	0.03344
MÅSE	0.04755	0.06034	0.01044	0	0.0624	0.02486	-0.0589	0.05174	0.02234
KALI	0.09463	0.07117	0.07247	0.0624	0	-0.00611	0.01405	0.02112	0.08902
KALM	0.03873	0.08258	0.03044	0.02486	-0.00611	0	-0.08539	-0.01601	0.05634
IDEI	-0.00885	-0.03725	-0.02223	-0.0589	0.01405	-0.08539	0	-0.07631	0.02109
BLEK	0.0278	0.02745	0.03897	0.05174	0.02112	-0.01601	-0.07631	0	0.06239
IDEO	0.07397	0.03549	0.03344	0.02234	0.08902	0.05634	0.02109	0.06239	0
