sample	KARM	MORE	RISO	MÅSE	KALI	KALM	IDEI	BLEK	IDEO
KARM	0	0.01743	-0.00213	0.01896	0.05658	0.0892	0.03718	0.03019	0.01556
MORE	0.01743	0	0.00567	0.02867	0.0729	0.07679	0.04813	0.03663	0.01837
RISO	-0.00213	0.00567	0	0.00818	0.05661	0.0835	0.04448	0.02995	0.00998
MÅSE	0.01896	0.02867	0.00818	0	0.0623	0.06751	-0.0014	0.0383	0.01367
KALI	0.05658	0.0729	0.05661	0.0623	0	0.02432	0.01226	-0.02791	-0.00283
KALM	0.0892	0.07679	0.0835	0.06751	0.02432	0	-0.00322	-0.0319	-0.01668
IDEI	0.03718	0.04813	0.04448	-0.0014	0.01226	-0.00322	0	-0.01305	-0.01331
BLEK	0.03019	0.03663	0.02995	0.0383	-0.02791	-0.0319	-0.01305	0	0.00735
IDEO	0.01556	0.01837	0.00998	0.01367	-0.00283	-0.01668	-0.01331	0.00735	0
