sample	KARM	MORE	RISO	MÅSE	KALI	KALM	IDEI	BLEK	IDEO
KARM	0	-0.00329	0.01154	0.01899	0.03205	0.02331	0.02164	0.0245	0.02543
MORE	-0.00329	0	0.00333	0.00626	0.01671	0.01514	0.01125	0.01071	0.01205
RISO	0.01154	0.00333	0	-0.00014	0.01987	0.01387	0.00454	0.01234	-0.00357
MÅSE	0.01899	0.00626	-0.00014	0	0.02117	0.01764	0.00144	0.01306	-0.00259
KALI	0.03205	0.01671	0.01987	0.02117	0	0.00097	0.01516	0.00414	0.01732
KALM	0.02331	0.01514	0.01387	0.01764	0.00097	0	0.00941	0.00083	0.01284
IDEI	0.02164	0.01125	0.00454	0.00144	0.01516	0.00941	0	0.00796	0.00037
BLEK	0.0245	0.01071	0.01234	0.01306	0.00414	0.00083	0.00796	0	0.01007
IDEO	0.02543	0.01205	-0.00357	-0.00259	0.01732	0.01284	0.00037	0.01007	0
